accession,symbol,log2FoldChange,AveExpr,t,pvalue,padj,B,significant
GSE40435,LOC728431,0.1913405991584163,8.01025145910396,7.28180544299922,7.187176875577456e-11,2.849933603670159e-10,13.545270626295947,FALSE
GSE40435,LOC389906,-0.07395236311881212,6.746501404430693,-7.279861389491469,7.255551277824585e-11,2.876681852542404e-10,13.535893858754699,FALSE
GSE40435,DGCR6L,-0.2789419514851495,9.392578986227722,-7.279141522650957,7.281033139562603e-11,2.8864194421099297e-10,13.532421918707767,FALSE
GSE40435,ZNF646,0.09345389059406016,6.918991325455446,7.279074890072822,7.283396285615293e-11,2.886990775794396e-10,13.532100553161355,FALSE
GSE40435,CENTD2,0.17498185537623903,7.282464730292079,7.278795319614199,7.293319639501428e-11,2.8905582988399916e-10,13.53075220906051,FALSE
GSE40435,FPR2,0.12279039034158527,6.759883409888614,7.27628179972972,7.383141582064038e-11,2.925787085557495e-10,13.518630449612617,FALSE
GSE40435,TMEM62,0.22085538454455464,8.588756240836634,7.274857233229571,7.434535567935955e-11,2.9457806753681704e-10,13.511760885178026,FALSE
GSE40435,PPIAL4A,0.22614317990099075,13.342766197178218,7.2739792916198605,7.466385606544147e-11,2.9580263016614805e-10,13.507527473181975,FALSE
GSE40435,KHDRBS3,-0.3496954396732688,8.638687940752476,-7.273133236638131,7.497206927820391e-11,2.9698613249559486e-10,13.503447969491363,FALSE
GSE40435,FOXN4,-0.07042808438613798,6.656443608529703,-7.271376449079504,7.561609466282453e-11,2.9949941667995035e-10,13.494977576163665,FALSE
GSE40435,NACA,0.20213568257425618,12.951545106534654,7.2702020046953235,7.604969520757209e-11,3.011787221107768e-10,13.489315323114814,FALSE
GSE40435,PTK2B,-0.10138622256105567,7.100750448214521,-7.26897075689646,7.650691590684494e-11,3.0295113362505595e-10,13.483379517229176,FALSE
GSE40435,SLC24A4,0.04759356720132014,6.7582504387854785,7.268042687651458,7.685335350454691e-11,3.042844748566673e-10,13.478905534427694,FALSE
GSE40435,UBTD1,-0.36981166509900953,8.176173007925742,-7.267621310570632,7.701116200170778e-11,3.048707366525256e-10,13.476874243394894,FALSE
GSE40435,WASF2,0.37563959631683286,8.760229918336634,7.265960098603706,7.763643470464598e-11,3.0730720722301657e-10,13.468866563568367,FALSE
GSE40435,TTR,-0.399398923861387,7.029853073495049,-7.264866595879852,7.805077021651105e-11,3.089082177148416e-10,13.463595775078725,FALSE
GSE40435,LOC100131767,0.14003451517821877,6.978705217054455,7.26483273011614,7.806363714071482e-11,3.089200977409761e-10,13.46343254282512,FALSE
GSE40435,PLEK2,0.36180756746534637,7.508672210009901,7.262630447347706,7.890490357279055e-11,3.122097738789946e-10,13.452818102193374,FALSE
GSE40435,LOC645078,-0.07526193612871276,6.763050888044554,-7.262063925811431,7.912276378425492e-11,3.1303224575365235e-10,13.450087777152484,FALSE
GSE40435,SFRS14,-0.2057327143135311,8.766108332641915,-7.259213491275196,8.022800747249595e-11,3.1736480874099776e-10,13.436351256181391,FALSE
GSE40435,SNRNP25,-0.19300889205940636,7.448857620247525,-7.258004189429918,8.070152344975424e-11,3.1919761340224886e-10,13.430524027602983,FALSE
GSE40435,MTHFR,-0.257196880514851,7.7640049056237626,-7.257681287445533,8.082842769386021e-11,3.1965917969254087e-10,13.428968120835593,FALSE
GSE40435,SAPS2,-0.07331164857991533,7.127311589950495,-7.257301196595701,8.097806150360498e-11,3.202105086404706e-10,13.427136676921487,FALSE
GSE40435,SEMG2,-0.0897344410495044,6.716047579693069,-7.2569821947144515,8.110385793324786e-11,3.2066745041940953e-10,13.42559960976923,FALSE
GSE40435,DCP2,0.24816276182178298,9.005320201247525,7.256491608962788,8.129769580523085e-11,3.2139326429049346e-10,13.423235830768965,FALSE
GSE40435,CTGLF7,0.3038629338217826,10.571750037386138,7.256218932052476,8.140563321748442e-11,3.2177934846911223e-10,13.42192201919722,FALSE
GSE40435,FTHL16,0.1694389644653465,10.61844680490594,7.256098282796175,8.145343680786966e-11,3.2192766883776735e-10,13.421340712072668,FALSE
GSE40435,MTM1,-0.20784782279207958,8.13129417669307,-7.255998781888742,8.149288196131889e-11,3.2204292096627205e-10,13.420861303324523,FALSE
GSE40435,STAT5B,-0.22035400360396087,8.199090598227723,-7.2559436307406635,8.151475369735807e-11,3.2208870628127076e-10,13.42059557857448,FALSE
GSE40435,CNBP,0.1430424977722773,8.704314958462872,7.254206379777517,8.220669796978873e-11,3.2478179917057333e-10,13.412225625125862,FALSE
GSE40435,DIS3L,-0.24022456132673253,9.009885694435644,-7.2533392442379965,8.25542534164767e-11,3.261137746289329e-10,13.408048064120136,FALSE
GSE40435,HIST1H3H,0.17706498794059353,6.812048822287129,7.2529295909067715,8.2718952593405e-11,3.2672316870709943e-10,13.406074550145062,FALSE
GSE40435,PIGV,-0.22804556462376252,7.748719415331683,-7.2515413729409,8.327950656143541e-11,3.28895758414023e-10,13.399387041895443,FALSE
GSE40435,CLDN3,-0.6308457654653467,8.224679543871288,-7.249314939486773,8.418640476427156e-11,3.32435444992232e-10,13.388662417394917,FALSE
GSE40435,RIPK3,0.19342755278217993,7.14479383340099,7.249019385716796,8.430752756384874e-11,3.3287175868545697e-10,13.387238827372327,FALSE
GSE40435,HSH2D,0.20712634417821785,6.789423038732673,7.246604444886685,8.530370857099306e-11,3.36762522717105e-10,13.375607502916713,FALSE
GSE40435,SLC40A1,0.46048531050990166,9.454073542106435,7.246427440326755,8.537718184526086e-11,3.3701009357147337e-10,13.374755026273872,FALSE
GSE40435,IFNG,0.3289633567128718,6.798918772455446,7.243137735704083,8.675419535018447e-11,3.4240242919027936e-10,13.358912590819921,FALSE
GSE40435,ID1,-0.5098625768118824,8.506067932886138,-7.242536574237234,8.700820133441456e-11,3.4336166560628323e-10,13.356017787112902,FALSE
GSE40435,ZFP90,0.23325732796039633,8.924769114722773,7.242159256795199,8.716800419734355e-11,3.439489520458185e-10,13.35420091005845,FALSE
GSE40435,SDR42E1,-0.12274263762871326,6.958146082962871,-7.240593811661678,8.78341226397194e-11,3.465336671714972e-10,13.34666322505302,FALSE
GSE40435,NDST1,0.30503140575247617,7.885232578777227,7.2391335118511115,8.846005107602142e-11,3.4895918863624776e-10,13.33963228664104,FALSE
GSE40435,GPR141,0.09188591978712858,6.759949743606436,7.237338443561046,8.923553631263386e-11,3.519739997598963e-10,13.330990149498705,FALSE
GSE40435,CNOT7,0.19295161401320177,8.374357137537954,7.235222268342158,9.015840679087709e-11,3.555693136334415e-10,13.320802959211603,FALSE
GSE40435,VIP,0.1645003188465345,6.955368669665842,7.234943408429033,9.028072226576317e-11,3.560068677786309e-10,13.319460608577087,FALSE
GSE40435,ZNF69,-0.36957195600494935,9.674154773205446,-7.233968889293283,9.070946671329059e-11,3.57652510785694e-10,13.3147696860542,FALSE
GSE40435,AKTIP,-0.22404492734653436,9.014681277658417,-7.232141498215661,9.151888773110058e-11,3.6079849558248565e-10,13.305973942530285,FALSE
GSE40435,MIR599,0.107011718564357,6.910277969777228,7.231457846892431,9.182354080458522e-11,3.619404381691412e-10,13.302683520116895,FALSE
GSE40435,LOC643219,0.04554131725247558,6.756756050324258,7.2314396450714575,9.183166574866918e-11,3.619404381691412e-10,13.302595915880923,FALSE
GSE40435,SHROOM2,-0.2562574787722777,7.624192931722773,-7.230121143713669,9.242212010195919e-11,3.64221780628335e-10,13.296250237883521,FALSE
GSE40435,LRCH4,0.24913806531683222,7.908630754217822,7.229924088401928,9.251068872015164e-11,3.6452494105735854e-10,13.295301882623066,FALSE
GSE40435,SLC35A1,0.20260269975247577,9.45081364690594,7.22906523977743,9.289769148357904e-11,3.6600381367850955e-10,13.291168654238737,FALSE
GSE40435,UTP23,0.10072300888613864,7.15018499194802,7.227953766383545,9.340091321094466e-11,3.6794014294722873e-10,13.285819896413889,FALSE
GSE40435,CTGLF3,-0.30883317525742465,9.321711321965347,-7.2268242676307946,9.391506573753313e-11,3.6991904006353617e-10,13.280384664315248,FALSE
GSE40435,XRN2,0.13874966000000072,7.758068873094059,7.226738716167,9.395412328973603e-11,3.7002633840960806e-10,13.279972995368995,FALSE
GSE40435,PERP,0.39010399812871294,7.7710857787475245,7.22523781212257,9.464197061745106e-11,3.7268846427500785e-10,13.27275098114959,FALSE
GSE40435,PHACTR2,0.3889726658910899,8.414221024103961,7.2239499911150915,9.523614418172006e-11,3.7498109127453563e-10,13.266554657516226,FALSE
GSE40435,OTUD4,0.08091830717491753,7.150488449425743,7.223520628837392,9.543506414367245e-11,3.757170729940859e-10,13.264488868578384,FALSE
GSE40435,NCAN,-0.1301533127128705,7.088421004336634,-7.222101142914748,9.609563793368227e-11,3.782390536975097e-10,13.257659581833158,FALSE
GSE40435,C1orf91,0.10977447840594058,7.187935904460396,7.222092176966867,9.609982471793407e-11,3.782390536975097e-10,13.257616447140451,FALSE
GSE40435,IL2RG,0.13114603589108922,6.800005735391089,7.221627793060384,9.631692330735083e-11,3.790458887076013e-10,13.255382344622204,FALSE
GSE40435,RNPC3,-0.13388564718811874,7.397926343366336,-7.219090637754595,9.751165557053263e-11,3.836994197707538e-10,13.243177168440502,FALSE
GSE40435,LOC100008588,-0.9939561919405936,9.687360970257426,-7.217357304654378,9.833631160312236e-11,3.868957484030875e-10,13.234839630450702,FALSE
GSE40435,SCGB1D2,-0.474318109099011,7.314817749074257,-7.2166072862438915,9.869528324039903e-11,3.882593089685748e-10,13.231232152073156,FALSE
GSE40435,ARHGEF4,-0.06589442880693107,6.592177201977723,-7.215247525542782,9.934940508977262e-11,3.9078347832949874e-10,13.224692209881104,FALSE
GSE40435,GNGT1,0.37854133254455474,6.970345287757426,7.214469221773858,9.972574623173201e-11,3.9221452116308166e-10,13.22094903700407,FALSE
GSE40435,ADARB1,0.22822047569802026,7.709460788470297,7.213874804891963,1.0001412263649408e-10,3.9329928874032094e-10,13.218090336829539,FALSE
GSE40435,PF4V1,0.19297812472277268,6.752185438084158,7.213244842460607,1.0032064640337357e-10,3.9445513830678555e-10,13.215060771825192,FALSE
GSE40435,ZNF502,-0.14229549767326666,7.107319316569307,-7.211140402187454,1.0135138439341122e-10,3.984579097169214e-10,13.204940882710526,FALSE
GSE40435,NFIL3,0.4063018714257427,8.822214528267327,7.210401511936941,1.0171577255816845e-10,3.998402839425668e-10,13.201387912726739,FALSE
GSE40435,RIN2,0.2826615967029706,9.603459333658416,7.209538322294784,1.0214310552745589e-10,4.0146971337853066e-10,13.197237394826645,FALSE
GSE40435,FLT1,0.27593146251485196,6.765603308712872,7.206575880074284,1.0362328632068454e-10,4.0723639405696737e-10,13.18299415319183,FALSE
GSE40435,CRY2,-0.366478352534655,9.112293633564356,-7.206480651901107,1.0367121821084855e-10,4.0737363873190006e-10,13.182536333235861,FALSE
GSE40435,IL1RN,0.18594345237623816,6.801477473930693,7.205874546201367,1.0397680957726868e-10,4.0852318884599644e-10,13.17962245888472,FALSE
GSE40435,VAT1L,-0.2192760063564364,7.014566316871287,-7.204875781352013,1.0448232518322224e-10,4.104578510585148e-10,13.174821034369037,FALSE
GSE40435,C6orf211,-0.17177180044059404,7.566130284512377,-7.204781621576443,1.0453010882514823e-10,4.105940576706838e-10,13.17436838528427,FALSE
GSE40435,C6orf176,-0.07723065749999994,6.786368512408416,-7.204154256831409,1.0484903386682289e-10,4.117951394087159e-10,13.171352538142317,FALSE
GSE40435,LOC648732,-0.10029526253465354,6.935035059,-7.203735321555496,1.050625395676195e-10,4.1258193679714534e-10,13.169338693468434,FALSE
GSE40435,OR51D1,-0.09918975628712896,6.7700552673811885,-7.201736497457817,1.0608716912504923e-10,4.1655343122028734e-10,13.159730757744983,FALSE
GSE40435,SOS1,0.15027129179207782,7.376508059054456,7.200887673881926,1.0652528187271589e-10,4.182212483152238e-10,13.155650898133226,FALSE
GSE40435,DEXI,-0.3055443388019811,9.47887840210396,-7.198490478740401,1.0777228560773897e-10,4.2306397787648714e-10,13.144129649725892,FALSE
GSE40435,PIGO,-0.162344830326732,7.853696991348185,-7.197905770757653,1.0807863611427179e-10,4.2421338822791513e-10,13.141319651182817,FALSE
GSE40435,APOD,-1.0443284338217835,8.609919605861386,-7.19701590803165,1.0854652670258515e-10,4.259964829132412e-10,13.137043277014863,TRUE
GSE40435,LOC402057,0.12983383191089268,9.951164966361386,7.195323010219121,1.0944220656977023e-10,4.294578015696473e-10,13.128908264838328,FALSE
GSE40435,LOC643377,-0.08076958098019826,6.7252923919554455,-7.194952076437315,1.0963943733304804e-10,4.3017783995076637e-10,13.1271258709313,FALSE
GSE40435,LOC100133855,-0.06884181232673278,6.717641592163366,-7.194549442364508,1.0985392256291562e-10,4.3096538851605354e-10,13.125191185927369,FALSE
GSE40435,LOC648149,0.0935513016435649,6.793125793455445,7.194365577332081,1.0995200675001565e-10,4.312961467330565e-10,13.12430771319307,FALSE
GSE40435,LOC400950,-0.0764949980792081,6.729882192079208,-7.194071986193428,1.1010880524036984e-10,4.318571051223624e-10,13.12289702093265,FALSE
GSE40435,PEAR1,0.3100432073267329,7.407081620702971,7.192362529460944,1.1102619066705459e-10,4.354006430241888e-10,13.114683528465074,FALSE
GSE40435,LOC390578,0.1306248510198026,6.781603624292079,7.19229920966147,1.1106031662830145e-10,4.3547993424726166e-10,13.11437930554082,FALSE
GSE40435,LOC100130451,-0.12073138931683154,6.886393466638614,-7.192146696143947,1.1114255590560034e-10,4.3574783969299725e-10,13.113646550810087,FALSE
GSE40435,MTUS1,0.15830206971287153,7.150796266309901,7.19206447261192,1.1118691803684487e-10,4.3584949929157507e-10,13.113251508034084,FALSE
GSE40435,LOC145783,0.1313078289207923,6.9653593745693065,7.19204704555603,1.1119632272594983e-10,4.3584949929157507e-10,13.113167779971024,FALSE
GSE40435,DHX40,0.13203423036633635,7.8699059545613865,7.190633614216644,1.1196172787766814e-10,4.3879468670354195e-10,13.106377186553368,FALSE
GSE40435,POLR2J3,0.21239251255940594,8.15900132303713,7.1896079116838045,1.1252043829678922e-10,4.408967164589008e-10,13.101449642123514,FALSE
GSE40435,CCT8,0.19205373792079297,11.166320077673268,7.1895972943062105,1.1252623612248628e-10,4.408967164589008e-10,13.101398636715187,FALSE
GSE40435,DUSP18,0.20758209656435683,7.938144119232673,7.188739040488467,1.1299588351931234e-10,4.4268148336341133e-10,13.097275704514127,FALSE
GSE40435,LOC399804,0.23198201045049596,9.042107820428217,7.187890296630868,1.1346223846614443e-10,4.4445290659605287e-10,13.093198613971834,FALSE
GSE40435,SF3B1,0.16023971487788763,8.276800596613862,7.187697744168,1.1356830462360251e-10,4.4481274433814747e-10,13.09227367606969,FALSE
GSE40435,UST,-0.34198260431683153,7.21792258160396,-7.187506927350535,1.1367351171137832e-10,4.4516912778015265e-10,13.09135708338753,FALSE
GSE40435,CD81,0.30185676425742775,13.79796719668317,7.1856204789527744,1.1471882212203492e-10,4.492066019669128e-10,13.082295913345332,FALSE
GSE40435,MORN5,-0.06327528260396004,6.637141323321782,-7.185180038701372,1.149642462147296e-10,4.501113285781499e-10,13.080180459739017,FALSE
GSE40435,TMEM108,0.10838826556435648,6.708575655366337,7.185076670661261,1.1502192081274527e-10,4.502808386461189e-10,13.07968398467129,FALSE
GSE40435,CBX8,0.11218513524752542,6.961303786207921,7.184603875598822,1.1528608460469732e-10,4.512585566639365e-10,13.077413187034432,FALSE
GSE40435,TMEM200A,0.5316780202772277,8.690125908762376,7.182311693337698,1.165753440752325e-10,4.562480095452856e-10,13.066404704179716,FALSE
GSE40435,LOC100129022,0.09451804599009946,6.876636596787129,7.18158637213043,1.1698627796344189e-10,4.577990887462158e-10,13.062921499299696,FALSE
GSE40435,UBLCP1,0.2270815683564364,8.09609275349505,7.181227315287554,1.171902343985852e-10,4.5853992252371575e-10,13.061197245543868,FALSE
GSE40435,HMMR,0.2825435491435647,7.1065571976460395,7.177359772133367,1.194096086523241e-10,4.671654779283954e-10,13.042626407149617,FALSE
GSE40435,STOM,0.4189428940643565,10.932409068967821,7.176442868882529,1.199418520167368e-10,4.691891510371138e-10,13.038224177578789,FALSE
GSE40435,TMEM165,0.21162002937623853,7.772294181173267,7.1762323547685,1.2006438277152548e-10,4.696098029112601e-10,13.037213484553957,FALSE
GSE40435,LOC391126,0.2975579706138636,10.965381716574257,7.174341371701953,1.2117061860313579e-10,4.738774510976138e-10,13.028135175922758,FALSE
GSE40435,ZNF83,0.286609909653466,8.926376317569307,7.173933030397622,1.2141082423755144e-10,4.747575612106251e-10,13.026174896841896,FALSE
GSE40435,GULP1,-0.3475971199801991,7.453215054336634,-7.173695548236722,1.215507395487973e-10,4.752453312811885e-10,13.025034859165418,FALSE
GSE40435,LOC730268,0.09834001885148601,6.903360859861386,7.173255210967063,1.2181059245185278e-10,4.762018591806889e-10,13.022921044246411,FALSE
GSE40435,TRIM46,0.1638831320000004,6.828576628990099,7.172619770446088,1.2218655145559177e-10,4.776119925453003e-10,13.019870721558354,FALSE
GSE40435,MSN,0.3497744181584175,11.272717972445545,7.171101300480226,1.2308962203604692e-10,4.810819301593576e-10,13.01258192573796,FALSE
GSE40435,LOC550112,0.16063493366336673,7.239154566831683,7.170751157772786,1.2329879752181143e-10,4.818393292896547e-10,13.010901280009817,FALSE
GSE40435,SLC25A19,0.3020408239504952,7.948263550866336,7.170683520514383,1.2333924466590194e-10,4.819372482490709e-10,13.010576631845764,FALSE
GSE40435,GPR137B,-0.5387410682772276,9.457297472356435,-7.169949459417124,1.2377906100428627e-10,4.835954480708946e-10,13.007053318831778,FALSE
GSE40435,SARS,0.2181323763168321,9.20265573749505,7.1691030914350975,1.2428809706315692e-10,4.855236366561496e-10,13.002991106729231,FALSE
GSE40435,ATP1A3,-0.1673800531782179,7.057775263668317,-7.168214277984733,1.2482489591064691e-10,4.875597842766618e-10,12.998725342982281,FALSE
GSE40435,MIR1224,-0.09230052170297089,6.91898958690099,-7.1676918798728435,1.2514147020931472e-10,4.887353452400202e-10,12.996218230644184,FALSE
GSE40435,CHRNA1,0.11666423121452156,6.700115830059406,7.167237317190372,1.2541758376651136e-10,4.89752614797922e-10,12.994036725256686,FALSE
GSE40435,CLP1,0.1486003312079211,7.788570845029703,7.166974396576915,1.2557756445193781e-10,4.903161911780524e-10,12.992774955733184,FALSE
GSE40435,MGST3,-0.2796634309901004,11.859757424306931,-7.166887210001818,1.2563065998689413e-10,4.904623471923205e-10,12.992356546227724,FALSE
GSE40435,RGNEF,-0.19237466455775562,7.229767183770627,-7.166520258713717,1.258543728428809e-10,4.912744740964812e-10,12.990595560497342,FALSE
GSE40435,KCTD10,0.2308353265445546,8.744724605014852,7.166430156001085,1.2590936458378412e-10,4.914278751809318e-10,12.9901631654083,FALSE
GSE40435,LOC196752,-0.26057852565346523,7.601325920777228,-7.164955258803058,1.2681292241165397e-10,4.948928031403954e-10,12.983085514975768,FALSE
GSE40435,TPR,0.17501419977722782,7.881593081215347,7.163388710216262,1.2777966974177905e-10,4.986034365475476e-10,12.975568575858185,FALSE
GSE40435,SCARNA18,0.08345098338613893,6.85955355690099,7.161031166576994,1.2924834557982359e-10,5.042714544588332e-10,12.964257135491758,FALSE
GSE40435,DNAJC5B,0.07303542017821736,6.698256459702971,7.160738271887126,1.2943197474331975e-10,5.049249853136059e-10,12.962851918764683,FALSE
GSE40435,LOC387856,0.05358029729703022,6.700880178348185,7.159097600523224,1.3046538021262076e-10,5.088929890356262e-10,12.954980841627558,FALSE
GSE40435,LOC400986,0.13541760388118845,7.210874977361386,7.1560464959666135,1.3240897209282495e-10,5.164098333683797e-10,12.940344823807552,FALSE
GSE40435,TM2D2,-0.2199561031188119,8.369774744371288,-7.155304581441853,1.3288590363050334e-10,5.182053781177561e-10,12.93678620149907,FALSE
GSE40435,ENOX2,0.06666191857425774,6.888987746310231,7.15526432908507,1.3291182806906323e-10,5.182419355191939e-10,12.936593132949602,FALSE
GSE40435,LNPEP,0.08568463575247551,7.017312652618812,7.154836890880245,1.3318742820986887e-10,5.192518833371307e-10,12.934542967592785,FALSE
GSE40435,SFRS13B,0.13771679365346579,6.784903757668316,7.1543006488887375,1.3353398341322878e-10,5.205381746049852e-10,12.93197099252068,FALSE
GSE40435,CHST3,-0.39678586209900946,8.351123160564356,-7.154179117039476,1.3361264956014207e-10,5.207799985469615e-10,12.931388098666757,FALSE
GSE40435,PUM1,-0.19873524837623727,10.460481653391088,-7.153420107713503,1.3410498806566213e-10,5.226339261092898e-10,12.927747794353886,FALSE
GSE40435,UBE2Q2,0.2781683189207923,9.178770003004951,7.152390680116716,1.3477561123217376e-10,5.251821167402052e-10,12.922810733024518,FALSE
GSE40435,AZI2,-0.1638169780891093,8.114032117965346,-7.151183330940103,1.3556637960953302e-10,5.28197786623481e-10,12.917020670496173,FALSE
GSE40435,LOC729446,-0.08074439197524685,7.422130248794555,-7.1493737771345485,1.3676019126997003e-10,5.327828600930383e-10,12.908343228972681,FALSE
GSE40435,LCK,0.09614337767821823,6.809441754633664,7.149182985242183,1.368866676665065e-10,5.33209243849855e-10,12.907428357479207,FALSE
GSE40435,SLC1A5,-0.3032900318613855,7.974359109811881,-7.147862097806125,1.3776547338809143e-10,5.36565675830186e-10,12.901094754217764,FALSE
GSE40435,LOC729926,0.27964696466831684,8.547040900259901,7.145927742523202,1.3906253141275783e-10,5.415500694763212e-10,12.89182029316653,FALSE
GSE40435,KAZALD1,-0.2361420560000007,7.1036918881980196,-7.145688603691331,1.3922372159528328e-10,5.421103727971525e-10,12.890673775488173,FALSE
GSE40435,MRPL37,-0.2803084766633665,10.460075415816831,-7.144321210510479,1.4014896948208745e-10,5.45645260519966e-10,12.884118243373203,FALSE
GSE40435,IL34,0.1926002751485151,7.014683792584158,7.144202382476802,1.4022966190700591e-10,5.45891550591246e-10,12.88354857968186,FALSE
GSE40435,MANEA,0.14198602497821858,7.183270896859406,7.14396162269813,1.403932956271275e-10,5.464606164410033e-10,12.882394382642746,FALSE
GSE40435,LOC100133329,0.11439729841584206,6.871821295049505,7.14338182573127,1.407881351551824e-10,5.479293641870969e-10,12.879614901553515,FALSE
GSE40435,SYNGR1,-0.21156171021534662,7.0983937306472775,-7.14290683981077,1.411124189985933e-10,5.491231873396236e-10,12.877337928286819,FALSE
GSE40435,HSPA9,-0.3115622098019806,11.602439307178217,-7.1405966514650405,1.4270022832229222e-10,5.55232970885221e-10,12.86626413004605,FALSE
GSE40435,ATG16L1,0.37517551931188214,8.782303757992574,7.138091975397521,1.4444172729571512e-10,5.61939153750531e-10,12.854259400676158,FALSE
GSE40435,CASC1,-0.3177787345940604,7.587415354188119,-7.136533057196436,1.455362630280559e-10,5.661270236596947e-10,12.846788323309434,FALSE
GSE40435,Septin 8,0.12662177401980115,7.0000749048217825,7.135923498622523,1.4596647433195635e-10,5.677299934456441e-10,12.843867175678445,FALSE
GSE40435,GGT3,0.18139842173267462,7.086429791143565,7.13583034788875,1.4603232876932394e-10,5.679155915403142e-10,12.8434207827967,FALSE
GSE40435,ZC3HAV1L,0.05121489611881217,6.80402069899505,7.1329107447089735,1.481113868441257e-10,5.759294632605181e-10,12.829430566503936,FALSE
GSE40435,DMKN,-0.4963949290297038,7.733968822122113,-7.132496380138523,1.4840882525353662e-10,5.769951291101644e-10,12.82744515937682,FALSE
GSE40435,HHLA2,0.725911554316831,7.6291937842673265,7.132477633925055,1.484222956180103e-10,5.769951291101644e-10,12.827355338736345,FALSE
GSE40435,TRDMT1,0.08890296330198032,6.943099844576732,7.130683853982755,1.497168651944369e-10,5.819555507321991e-10,12.818760980593646,FALSE
GSE40435,RANBP3,0.07010892933415824,7.519667899998763,7.130525736645845,1.4983151377793814e-10,5.823289093263442e-10,12.818003443234913,FALSE
GSE40435,CCR10,0.09831419776237608,6.879035675722772,7.129197280183159,1.507982021759579e-10,5.860132666837858e-10,12.811639052085363,FALSE
GSE40435,LOC100131744,-0.12890258322772316,7.116467418554455,-7.1273278140977805,1.5216905261772406e-10,5.91267119204791e-10,12.802683450116865,FALSE
GSE40435,FCRLB,-0.36008696716831745,7.877283969693069,-7.125473528559902,1.5354097430862918e-10,5.965238299628306e-10,12.793801340940073,FALSE
GSE40435,SNORD10,0.15758189331683112,6.946909082430693,7.124954903901692,1.5392687630512747e-10,5.979489150997099e-10,12.79131724355023,FALSE
GSE40435,LOC645378,-0.460559847059407,7.508823960915842,-7.122689556307431,1.5562379608211052e-10,6.044658336039703e-10,12.780467434855227,FALSE
GSE40435,JUND,-0.36577323584158383,12.846367062673268,-7.121765716668913,1.5632113489494064e-10,6.070990968746337e-10,12.776043064552924,FALSE
GSE40435,SNORA10,0.12325516729702969,7.045184641638614,7.121730455793782,1.5634781202704902e-10,6.071274039949173e-10,12.775874200103887,FALSE
GSE40435,MIER1,0.09981706118316919,7.7121257062450495,7.120875978686752,1.5699566083471644e-10,6.095675292471557e-10,12.771782191501957,FALSE
GSE40435,SLC27A1,0.2219038493267321,8.60338647719802,7.1203564638577825,1.5739084751657265e-10,6.1102615907934e-10,12.769294364942303,FALSE
GSE40435,LOC220115,-0.0771437455775577,6.7317148226864685,-7.120161208994733,1.575396296164438e-10,6.115279486561697e-10,12.768359353879676,FALSE
GSE40435,LOC285908,-0.22639222417821758,7.697341837118812,-7.11933747754588,1.5816884043660215e-10,6.138942822795934e-10,12.76441487002968,FALSE
GSE40435,PGBD4,-0.073172585886138,6.86477816734406,-7.11906170803043,1.583800442866078e-10,6.146378370046891e-10,12.763094366349835,FALSE
GSE40435,VPS28,-0.16567830283168325,9.691000337990099,-7.118450026092869,1.5884951201091305e-10,6.163833480929035e-10,12.760165429599356,FALSE
GSE40435,RHOH,0.1296061636534658,6.807818355529703,7.11819523458997,1.5904547200302087e-10,6.170672667950187e-10,12.758945427813979,FALSE
GSE40435,DOCK5,0.10406742472277244,6.887714083123762,7.116726948274523,1.6017940863309794e-10,6.21389742559072e-10,12.751915210534099,FALSE
GSE40435,LOC644544,0.10319289944554498,6.902223281673267,7.116423806073474,1.6041451726041252e-10,6.222247235838669e-10,12.750463813040314,FALSE
GSE40435,LOC100131968,0.0577703346732676,6.792291834732673,7.114887527659256,1.616112818953559e-10,6.267891604249658e-10,12.743108669242838,FALSE
GSE40435,RGS12,0.06976351838283806,7.203354278292079,7.114523023521077,1.6189652811753915e-10,6.278176943000149e-10,12.741363633445383,FALSE
GSE40435,SLC9A3R1,-0.5446784520990111,11.275573270237624,-7.110901306299575,1.6475799300139903e-10,6.388350412141913e-10,12.724026560663445,FALSE
GSE40435,LOC400652,0.11881079676237714,6.886598980925743,7.108985510022423,1.6629185121585595e-10,6.447026159432107e-10,12.714856883602122,FALSE
GSE40435,LOC730004,0.1372187875099005,9.094201648804455,7.1087345600982355,1.664938168048949e-10,6.454057166908244e-10,12.71365580992777,FALSE
GSE40435,PHACTR3,-0.11377794587788807,6.7992880794141914,-7.108192982069755,1.669305101308e-10,6.470184421631231e-10,12.711063806834206,FALSE
GSE40435,PCDHB2,0.22954192364851578,6.968887219938119,7.107296412774889,1.6765594232167414e-10,6.497497744877356e-10,12.706772953837257,FALSE
GSE40435,GPR21,0.08121233294059454,6.760391552074258,7.107078026533476,1.678331157763137e-10,6.503559197400677e-10,12.705727815819872,FALSE
GSE40435,C19orf59,0.22115675014851582,6.795441280262376,7.1067158429692725,1.6812735905056185e-10,6.514155062248569e-10,12.703994526060784,FALSE
GSE40435,LOC728787,0.11051342647524745,7.456021400198019,7.105421439230901,1.691831373166364e-10,6.55425060241637e-10,12.697800183208647,FALSE
GSE40435,ZNF280C,0.07700558372277273,7.149158808237623,7.104871957985714,1.6963330538107412e-10,6.570877442730029e-10,12.695170766132344,FALSE
GSE40435,EXOSC3,0.17916764309901065,8.548298953920792,7.102756710250444,1.713773536481182e-10,6.637613422556801e-10,12.685049367097283,FALSE
