repeat_id,symbol,oob_n,oob_events,clinical_c_index,clinical_gene_c_index,delta_c_index
80,CYFIP2,192,65,0.7380890052356021,0.7582460732984293,0.020157068062827244
80,CRYL1,192,65,0.7380890052356021,0.7595549738219896,0.021465968586387496
80,HHLA2,192,65,0.7380890052356021,0.7391361256544502,0.0010471204188481353
80,DDC,192,65,0.7380890052356021,0.7383507853403142,2.617801047121171e-4
80,KL,192,65,0.7380890052356021,0.7488219895287958,0.010732984293193693
80,PANK1,192,65,0.7380890052356021,0.7657068062827226,0.027617801047120527
80,ACADM,192,65,0.7380890052356021,0.7548429319371728,0.01675392670157072
80,FUT6,192,65,0.7380890052356021,0.7336387434554974,-0.0044502617801046584
80,CLCN5,192,65,0.7380890052356021,0.7463350785340315,0.008246073298429413
80,C1QTNF6,192,65,0.7380890052356021,0.7446335078534032,0.006544502617801151
80,CADPS2,192,65,0.7380890052356021,0.7475130890052356,0.009424083769633551
80,TEK,192,65,0.7380890052356021,0.7357329842931937,-0.0023560209424083878
80,EMCN,192,65,0.7380890052356021,0.7261780104712042,-0.011910994764397831
80,HIBCH,192,65,0.7380890052356021,0.7448952879581152,0.006806282722513157
80,PODXL,192,65,0.7380890052356021,0.7306282722513089,-0.0074607329842931724
81,PANK1,186,65,0.7582403151674326,0.7891004596191726,0.030860144451740013
81,CLCN5,186,65,0.7582403151674326,0.7690085357846356,0.01076822061720295
81,GRAMD1A,186,65,0.7582403151674326,0.7750492449113592,0.01680892974392656
82,CYFIP2,185,69,0.7085095137420718,0.7151162790697674,0.006606765327695552
82,KL,185,69,0.7085095137420718,0.6872357293868921,-0.02127378435517968
82,PANK1,185,69,0.7085095137420718,0.7303118393234672,0.021802325581395388
82,ACADM,185,69,0.7085095137420718,0.7268763213530656,0.01836680761099374
82,CLCN5,185,69,0.7085095137420718,0.711284355179704,0.0027748414376321806
82,C1QTNF6,185,69,0.7085095137420718,0.7288583509513742,0.020348837209302362
82,HIBCH,185,69,0.7085095137420718,0.7174947145877378,0.008985200845666008
82,ACAT1,185,69,0.7085095137420718,0.7204016913319239,0.01189217758985206
83,DDC,183,61,0.774768353528154,0.7740555951532431,-7.127583749109156e-4
83,IQGAP2,183,61,0.774768353528154,0.7750534568781183,2.8510334996434405e-4
83,ACADM,183,61,0.774768353528154,0.7719173200285103,-0.0028510334996436626
83,CLCN5,183,61,0.774768353528154,0.7955808980755523,0.020812544547398337
83,TEK,183,61,0.774768353528154,0.7934426229508197,0.0186742694226657
83,EMCN,183,61,0.774768353528154,0.7887384176764076,0.013970064148253636
83,HIBCH,183,61,0.774768353528154,0.7553813257305773,-0.019387027797576728
83,TCIRG1,183,61,0.774768353528154,0.7806129722024233,0.005844618674269331
83,PODXL,183,61,0.774768353528154,0.7904490377761939,0.015680684248039922
83,LRBA,183,61,0.774768353528154,0.7820384889522451,0.007270135424091162
83,GRAMD1A,183,61,0.774768353528154,0.7913043478260869,0.016535994297932954
83,IFFO1,183,61,0.774768353528154,0.748823948681397,-0.025944404846756974
83,ACAT1,183,61,0.774768353528154,0.7827512473271561,0.007982893799002078
83,DBT,183,61,0.774768353528154,0.775623663578047,8.553100498930322e-4
83,TNFAIP2,183,61,0.774768353528154,0.7483962936564504,-0.026372059871703546
84,CYFIP2,190,69,0.711528429838289,0.7415232133541992,0.02999478351591023
84,CRYL1,190,69,0.711528429838289,0.7312206572769953,0.019692227438706245
84,DDC,190,69,0.711528429838289,0.7217005738132498,0.010172143974960801
84,PANK1,190,69,0.711528429838289,0.7449139280125195,0.03338549817423053
84,FUT6,190,69,0.711528429838289,0.7197443922796035,0.008215962441314506
84,CLCN5,190,69,0.711528429838289,0.7309598330725091,0.0194314032342201
84,TEK,190,69,0.711528429838289,0.7312206572769953,0.019692227438706245
84,EMCN,190,69,0.711528429838289,0.7185706833594158,0.007042253521126751
84,HIBCH,190,69,0.711528429838289,0.726264997391758,0.014736567553468971
84,PODXL,190,69,0.711528429838289,0.7300469483568075,0.01851851851851849
85,CRYL1,191,67,0.7932578351329997,0.788253884645773,-0.005003950487226794
