endpoint,model,symbol,n,events,interaction_log_hr,interaction_hr,interaction_hr_ci_low,interaction_hr_ci_high,interaction_p_value,interaction_ph_p_value,nivolumab_log_hr,nivolumab_p_value,everolimus_log_hr,everolimus_p_value,interaction_fdr,manuscript_role
PFS,age_sex_mskcc_adjusted,RBM47,248,220,0.060454925370473866,1.0623197128236457,0.808618088250493,1.3956195002950762,0.6641339786756336,0.5096751606158565,0.07740648802452697,0.4273726670531803,0.049725148573603994,0.6096331816792956,0.9322584780293721,RNA-binding and immune-composition-sensitive association
PFS,age_sex_mskcc_adjusted,IFFO1,248,220,0.06443249131173338,1.0665535741814671,0.7952134485569532,1.4304794878199198,0.6670787791677968,0.8798618701876919,0.06721301164881492,0.5338564628919578,0.055100683191051276,0.6067076285380555,0.9322584780293721,weak ccRCC-specific biological support
PFS,age_sex_mskcc_adjusted,TMEM140,248,220,0.06092569239737044,1.0628199356514336,0.8008801349566328,1.4104310574256957,0.6730277053205529,0.9532146665524727,0.07802678728284335,0.46502912980842487,0.11296795265594688,0.23311765910416174,0.9322584780293721,candidate prognostic association requiring validation
PFS,age_sex_mskcc_adjusted,PANK1,248,220,0.04709964239359845,1.048226451668792,0.7964235776178944,1.3796410915716446,0.7368532313858693,0.2524134476170139,0.054015812281183795,0.5851310864219077,0.028973281138938496,0.7641561563202248,0.9322584780293721,CoA metabolism and mitochondrial function
PFS,age_sex_mskcc_adjusted,KNTC1,248,220,-0.04617705602958437,0.9548728812216469,0.72452041788231,1.2584631113054952,0.7430349917227368,0.1116566457333136,0.09721914043908036,0.29868640736380214,0.16283767716940828,0.11833217148312329,0.9322584780293721,candidate prognostic association requiring validation
PFS,age_sex_mskcc_adjusted,ACADM,248,220,-0.03451262474119542,0.9660761431482203,0.7304334072620873,1.277738812438054,0.8088378303127285,0.1821753429476773,-0.12394998253430045,0.21693541961645485,-0.10183648020997403,0.2746938720902613,0.9322584780293721,fatty-acid oxidation and mitochondrial metabolism
PFS,age_sex_mskcc_adjusted,CYFIP2,248,220,-0.03606614397691416,0.9645764904479369,0.7196071347069108,1.2929385508438644,0.809345433295505,0.37785669352311113,-0.0418352709480958,0.7242075978154641,0.05919035340882157,0.5106227028901015,0.9322584780293721,cytoskeletal and broad tumor-suppressor-like signal
PFS,age_sex_mskcc_adjusted,PODXL,248,220,0.02607214627797594,1.0264149978239692,0.7900240148787256,1.3335388898522313,0.8452240609804251,0.7729755410423463,-0.03873723621610568,0.692037024729826,-0.06016261695202823,0.433571127035094,0.9322584780293721,podocyte/endothelial/renal compartment signal
PFS,age_sex_mskcc_adjusted,TCIRG1,248,220,0.023513633667959485,1.0237922586951946,0.7509866754523621,1.3956979840326025,0.8817736309609615,0.8156075074636806,0.10985998254576851,0.2737903405018104,0.11023151927394542,0.35139118445835293,0.9322584780293721,"lysosomal acidification, glycolytic/immune risk"
PFS,age_sex_mskcc_adjusted,LTB4R,248,220,0.01852241827557284,1.0186950222993243,0.7802227557746241,1.3300554755380436,0.8917255007237472,0.24875622213927062,0.029090696807197905,0.769913803965466,0.026552726773222568,0.7758808903601078,0.9322584780293721,inflammatory and renal-compartment association
PFS,age_sex_mskcc_adjusted,KL,248,220,-0.009312877901923814,0.9907303526411434,0.7467427865286159,1.3144373797132494,0.9485232112225447,0.9195591934754378,-0.03417576804120283,0.7145839323197858,0.008312909318248308,0.9370371782412814,0.9485232112225447,renal epithelial/metabolic retention
PFS,randomized_unadjusted,GJB1,250,222,0.23290016031458335,1.262255449848966,0.9671330901190894,1.647434915578396,0.08652554720597842,0.08526334668605108,0.022244260676233096,0.8061698644552903,-0.20691490523512,0.04462079875077262,0.9075776914715568,gap-junction and epithelial-compartment association
PFS,randomized_unadjusted,HHLA2,250,222,-0.19418790998411672,0.8235031452657043,0.6359849502878469,1.066310499887731,0.14076230328628647,0.8373831105215117,-0.10171529212528864,0.29792604496044717,0.10970820776496512,0.21628513732239632,0.9075776914715568,immune-checkpoint paradox
PFS,randomized_unadjusted,CLCN5,250,222,0.20649026174845805,1.2293557623831215,0.9247352944952058,1.6343223833903542,0.15521390949149994,0.7770373157201165,0.02359897777330404,0.8160860389983475,-0.167617535283079,0.11046270387751735,0.9075776914715568,proximal-tubule endosomal/metabolic differentiation
PFS,randomized_unadjusted,C1QTNF6,250,222,0.17104107108727232,1.1865394804875329,0.8818177593715673,1.5965611077723767,0.25870630914267245,0.25918526860935875,0.2236275031556316,0.03298610000090953,0.04391763471631752,0.6914905750172526,0.9075776914715568,secreted inflammatory/metabolic risk
