symbol,tier,pathway_class,main_hr,main_hr_ci_low,main_hr_ci_high,main_log_hr,main_fdr,main_ph_p_value,main_n,main_events,ph_diagnostic_p_ge_0_05,main_warning_count,main_warning_text,stage_complete_log_hr,stage_complete_p_value,grade_complete_log_hr,grade_complete_p_value,sensitivity_pass
CDH16,strict_only,Unclassified,0.7468477967745066,0.6555983500816355,0.8507977963603468,-0.29189386725427935,1.7321512213507343e-4,0.1198107407616739,517,170,TRUE,0,NA,-0.3258672019343874,4.233592826570214e-7,-0.33201306121386304,1.2906598062617086e-7,TRUE
MSRA,strict_only,Unclassified,0.6939506350571707,0.5894855306942547,0.8169284211761639,-0.3653544520468058,1.7321512213507343e-4,0.1637964158650867,517,170,TRUE,0,NA,-0.35299971246044287,2.0459766132946385e-5,-0.42259557631025385,2.67206674426022e-7,TRUE
SEMA5A,strict_only,Unclassified,0.7353134312124541,0.640968591252028,0.8435449872282985,-0.30745843364398023,1.7321512213507343e-4,0.11903382598753816,517,170,TRUE,0,NA,-0.2940234064566717,1.0514561396950552e-5,-0.3411125814134754,1.085989168613563e-6,TRUE
P2RY8,strict_only,Unclassified,0.7096972082186844,0.6088637873598197,0.8272295672853691,-0.3429168672074443,1.737175788551885e-4,0.9962801958896104,517,170,TRUE,0,NA,-0.3524355086099762,4.176627915034461e-6,-0.3816594196916615,4.949237135740463e-7,TRUE
RGN,strict_only,Unclassified,0.7284214451689818,0.6321174285882545,0.8393975198043243,-0.3168754900890091,1.7707509353534682e-4,0.8474655868203513,517,170,TRUE,0,NA,-0.33107429941477745,4.549764496491096e-6,-0.34891587201679364,2.982659470136345e-7,TRUE
BHMT,strict_only,Unclassified,0.7474981827272613,0.6561554518457029,0.8515566419647016,-0.2910234048543493,1.7898371330015e-4,0.6376283304170405,517,170,TRUE,0,NA,-0.28854867876087037,4.714520735388839e-6,-0.2794701120054885,1.2490574636947491e-5,TRUE
TACC3,strict_only,Unclassified,1.4123228172561824,1.2098147224099642,1.648728274829607,0.34523573705964844,1.818159554738506e-4,0.9505942113188198,517,170,TRUE,0,NA,0.375273413158642,1.1854004887492432e-6,0.46209709877338256,6.614743480734305e-10,TRUE
PROS1,strict_only,Metabolism,0.7322925342179523,0.6365252887671335,0.8424682650236908,-0.3115752079446156,1.9207081999223432e-4,0.8649388694336795,517,170,TRUE,0,NA,-0.2769149259528109,6.917309893197266e-5,-0.24005740149562588,8.844934062802867e-4,TRUE
ANXA4,strict_only,Immune,0.7326086162686779,0.6368221497942537,0.8428026330499191,-0.3111436674880791,1.9560792279014428e-4,0.6443532548553934,517,170,TRUE,0,NA,-0.29074160729858467,7.154491668112271e-5,-0.27973692694369,1.6600582401660107e-4,TRUE
HJURP,strict_only,Unclassified,1.4373844731593706,1.2201601306098344,1.6932811291309935,0.3628251239619793,2.0311278907906568e-4,0.5838747601858908,517,170,TRUE,0,NA,0.40279720946841086,9.012127106889948e-7,0.4877118593018367,1.8956494071244104e-10,TRUE
LIPA,strict_only,Immune,0.7134701234985795,0.6125928650239368,0.8309591021847564,-0.33761471610441873,2.0311278907906568e-4,0.5391053020328507,517,170,TRUE,0,NA,-0.31657148934107054,4.6754707609946434e-5,-0.3963858932622147,2.883715089188107e-7,TRUE
SIX4,strict_only,Unclassified,1.351332201726959,1.1790785928315133,1.5487506350521745,0.30109092196146564,2.120698446851133e-4,0.715753125095208,517,170,TRUE,0,NA,0.27457700738154606,4.3177787418021686e-5,0.30127251611681166,9.103005908285724e-6,TRUE
TDO2,strict_only,Metabolism,1.3794222299978642,1.1923640774115531,1.595826077503938,0.3216647375861283,2.1265158789225257e-4,0.12321414982588298,517,170,TRUE,0,NA,0.32327743360208605,1.001209602803025e-5,0.31569318606073715,2.9307047636446924e-5,TRUE
SLC25A35,strict_only,Unclassified,1.4172133363131008,1.2100458548020177,1.6598491971631366,0.3486925042902635,2.1341681933360196e-4,0.98706329850521,517,170,TRUE,0,NA,0.3148490625402588,7.281445161972611e-5,0.3023203379732372,6.33029619067726e-5,TRUE
FANCG,strict_only,Unclassified,1.357422296989572,1.1816756482338064,1.559307154309631,0.305587531401007,2.1725848544792097e-4,0.8459681568530065,517,170,TRUE,0,NA,0.30452803486103075,1.5872782395583447e-5,0.3632940521897742,4.411835855924113e-7,TRUE
ALDH6A1,strict_only,Metabolism,0.6917030531993444,0.5850705179945139,0.8177699936843876,-0.3685985293339529,2.184412771230838e-4,0.4396101773345472,517,170,TRUE,0,NA,-0.4044183099779048,1.4127757589247715e-6,-0.4655456462651298,1.6194169347029015e-8,TRUE
CAPS,strict_only,Unclassified,1.3808489899448642,1.1925759803993106,1.5988448236172894,0.32269852010993055,2.184412771230838e-4,0.8195249948295611,517,170,TRUE,0,NA,0.2869776599367445,7.897874784722948e-5,0.3508988577081597,5.822697916874636e-7,TRUE
RCN3,strict_only,Unclassified,1.38830382924608,1.1960954281385732,1.6113994560608191,0.3280827352814816,2.184412771230838e-4,0.28526830349529436,517,170,TRUE,0,NA,0.34144728240695504,5.397649856628643e-6,0.3989840195268789,1.8637991022883436e-7,TRUE
RIT1,strict_only,Unclassified,0.7076472384954918,0.6047078111574867,0.8281100473826675,-0.3458095601691321,2.1989748865815375e-4,0.8124328374570702,517,170,TRUE,0,NA,-0.32274368555574695,2.628169776618675e-5,-0.3143671795279884,1.462242618168904e-5,TRUE
COBL,strict_only,Unclassified,0.7373308484174719,0.6419256756400383,0.8469154618032229,-0.30471857515275286,2.2034054458397397e-4,0.44279765739562327,517,170,TRUE,0,NA,-0.3244761864353136,3.4266428147535544e-6,-0.33259042684169166,2.065527242444781e-7,TRUE
PLVAP,strict_only,Unclassified,0.7116026152703511,0.6094634152759129,0.8308591941164485,-0.3402356479999774,2.204159716624937e-4,0.8925719363704728,517,170,TRUE,0,NA,-0.35571258571739606,4.3853660773269895e-6,-0.3770409172398405,8.208587169909952e-7,TRUE
CLEC14A,strict_only,Unclassified,0.7297366952195614,0.6322613115241819,0.8422398059850291,-0.3150715013845711,2.204159716624937e-4,0.6286741185282059,517,170,TRUE,0,NA,-0.3375691818622643,2.2006774492255113e-6,-0.33958500186760737,2.978662225647272e-6,TRUE
SEL1L3,strict_only,Unclassified,0.7410672255811015,0.6465356307896774,0.8494205217424802,-0.29966393501959926,2.204159716624937e-4,0.6065375428735484,517,170,TRUE,0,NA,-0.24003057009184625,5.826968286233932e-4,-0.2617659397536293,8.27639425685956e-5,TRUE
FLRT3,strict_only,Unclassified,0.7298725372879641,0.6323983125746674,0.8423708762256902,-0.3148853665400257,2.204159716624937e-4,0.49031932544278806,517,170,TRUE,0,NA,-0.3062695081583937,2.5012093609765552e-5,-0.3859868043243967,8.55010577626625e-8,TRUE
EIF4A1,strict_only,Unclassified,1.4209660993763584,1.2109719083783712,1.6673753054112763,0.3513369919523812,2.204159716624937e-4,0.0452441662784888,517,170,FALSE,0,NA,0.3281233764343224,3.902199932039939e-5,0.3497516898640021,1.343602307251977e-5,TRUE
FHOD1,strict_only,Unclassified,1.4948498351311426,1.244994868066795,1.7948475828349495,0.40202575706940746,2.204159716624937e-4,0.10141670826886189,517,170,TRUE,0,NA,0.4038324103245221,1.1840211464817704e-5,0.3374367409014217,7.901369659083913e-5,TRUE
ABCB1,strict_only,Immune,0.7262886539262727,0.6277757128295173,0.8402606186284355,-0.3198077482374948,2.2240805088516932e-4,0.9640846944009236,517,170,TRUE,0,NA,-0.3103499528399249,2.082094434265816e-5,-0.2939570516772822,3.1114160472967285e-5,TRUE
SLC17A2,strict_only,Unclassified,0.710614158760672,0.6081297161852078,0.8303696878995247,-0.341625670515367,2.2243745763650792e-4,0.6161401240913588,517,170,TRUE,0,NA,-0.3231812708388103,3.1459412730943137e-5,-0.32917627309665015,1.904283754721382e-5,TRUE
AGMAT,strict_only,Unclassified,0.7248428310073362,0.6258382521068746,0.8395094545499394,-0.3218004324461547,2.2484210230778415e-4,0.17663223103604436,517,170,TRUE,0,NA,-0.3233239110981459,9.098573586387027e-6,-0.27402397329912176,1.0300376566580467e-4,TRUE
DNASE1L3,strict_only,Unclassified,0.6954284770959919,0.5892155283247753,0.8207875446376202,-0.36322710957672566,2.2484210230778415e-4,0.4387126497744548,517,170,TRUE,0,NA,-0.39775088536670394,1.3999431015381451e-6,-0.41018126267004856,1.5786668155075432e-6,TRUE
ASNS,strict_only,Unclassified,1.3705167978247292,1.1868856711306786,1.5825587407508126,0.3151878933982715,2.2484210230778415e-4,0.29185332180141665,517,170,TRUE,0,NA,0.29577030174435515,3.950666143259091e-5,0.32393662626349506,1.4756010696978087e-5,TRUE
TMEM200A,strict_only,Unclassified,0.7525330600155873,0.6608421827350508,0.8569459111593528,-0.2843103497486262,2.2963638940524416e-4,0.4444222751773833,517,170,TRUE,0,NA,-0.25341812762619115,1.0840041348506412e-4,-0.25136306823074206,9.714287206732254e-5,TRUE
CCDC146,strict_only,Unclassified,0.688188855736177,0.5800161397020859,0.8165357284759804,-0.37369197910038354,2.3387657793575857e-4,0.9102043301860848,517,170,TRUE,0,NA,-0.377538446102646,1.6500639838047106e-5,-0.198645385952322,0.01484242156553119,TRUE
BTD,strict_only,Unclassified,0.6935358931008803,0.5865619600328327,0.8200191416987085,-0.36595228411252473,2.345759287157755e-4,0.2530820127418366,517,170,TRUE,0,NA,-0.3958255637453808,3.8516511693206106e-6,-0.4099887473814854,1.309973422876415e-7,TRUE
TRIM55,strict_only,Unclassified,0.7385206903940206,0.6427852573318763,0.8485148094466312,-0.3031061606204698,2.351008605304833e-4,0.7458677263080618,517,170,TRUE,0,NA,-0.31661318778384945,5.364347228709995e-6,-0.27878307116341117,3.589331400592114e-5,TRUE
ARHGAP4,strict_only,Unclassified,1.3774924449775308,1.1888136303682184,1.596116823948642,0.32026477744007775,2.52157516847464e-4,0.8606441724268655,517,170,TRUE,0,NA,0.3395372068383305,5.1905941051396995e-6,0.3632944541185966,4.7329306628547803e-7,TRUE
DNASE1,strict_only,Unclassified,1.3184683908364454,1.1608115535358374,1.4975375566686917,0.2764707529451042,2.5830858979217447e-4,0.39294441516884776,517,170,TRUE,0,NA,0.2391068931890142,2.559861318984708e-4,0.21351151213286904,4.243458068580055e-4,TRUE
C1orf210,strict_only,Unclassified,0.7332693234386544,0.635423870953565,0.8461814629174899,-0.31024221833352006,2.682671756953221e-4,0.28001197213197665,517,170,TRUE,0,NA,-0.3436479050931565,1.6240594719208213e-6,-0.35616315830429396,3.786130500526621e-7,TRUE
APOM,strict_only,Unclassified,0.7049140305291819,0.599788581509752,0.8284649053940304,-0.34967942611725966,2.6855154737320623e-4,0.6086588207658059,517,170,TRUE,0,NA,-0.3597406362387012,8.5286084335849e-6,-0.3139220431520359,7.842674289836073e-5,TRUE
L1CAM,strict_only,Unclassified,1.3444560491629172,1.172545502258114,1.5415709366073365,0.29598950683800535,2.716835411259628e-4,0.6338105278192598,517,170,TRUE,0,NA,0.30986510894068636,7.317961029524351e-6,0.34618715137434675,2.433299758712541e-7,TRUE
PLAUR,strict_only,ECM/EMT;Hypoxia;Immune,1.4033763643278434,1.1998596282736638,1.64141302327812,0.33888102197258285,2.7195543798220004e-4,0.6172784657977053,517,170,TRUE,0,NA,0.375705932592836,1.3689337725360698e-6,0.4313257713021278,7.74231856507183e-8,TRUE
PLIN2,strict_only,Hypoxia;Immune;Metabolism,0.722187433965104,0.6211308819646882,0.8396856522853621,-0.32547056995077034,2.781364805948283e-4,0.8963420131390417,517,170,TRUE,0,NA,-0.30394553755044124,4.322166874973566e-5,-0.3144595268774169,9.889731943569991e-6,TRUE
ALDH1L1,strict_only,Unclassified,0.7474230100298666,0.6529679242857624,0.855541497743807,-0.2911239756373744,2.856188905459524e-4,0.4247650368952471,517,170,TRUE,0,NA,-0.32352650322438925,1.7654595629243462e-6,-0.31305779563808134,2.095084079794464e-6,TRUE
HIBADH,strict_only,Unclassified,0.7236926102600283,0.6225568612195977,0.8412580870428072,-0.3233885482164534,3.0011506475538096e-4,0.7012007486942898,517,170,TRUE,0,NA,-0.31645060272906583,3.271437323344685e-5,-0.3254841287957898,1.5113983400173833e-5,TRUE
EPN3,strict_only,Unclassified,1.380544767782622,1.1871616243025678,1.6054291318350622,0.3224781805349448,3.200550044652227e-4,0.968283653870188,517,170,TRUE,0,NA,0.2640982630341735,3.5153305254627084e-4,0.19894309856932188,0.00611463082869963,TRUE
HYAL1,strict_only,Unclassified,0.7479385969022032,0.6528934456606934,0.8568199733877571,-0.2904343940801408,3.200550044652227e-4,0.2079526426523602,517,170,TRUE,0,NA,-0.3156753411117549,3.6876701343765385e-6,-0.3696424148817384,1.1664569594677156e-8,TRUE
DIRAS2,strict_only,Unclassified,0.7500432627315093,0.6555300498117909,0.8581832307007831,-0.28762439047340577,3.216399478160926e-4,0.5698359615457979,517,170,TRUE,0,NA,-0.26594471442318,7.223993535758914e-5,-0.3387562915329999,9.667756431047768e-8,TRUE
DOCK8,strict_only,Unclassified,0.7576040968488621,0.6650443363281627,0.8630461703217339,-0.27759432945743734,3.351868640346585e-4,0.2783273429364226,517,170,TRUE,0,NA,-0.28702240331595624,1.7003880793155143e-5,-0.30212889630116824,1.0916338292827394e-6,TRUE
LOXL3,strict_only,Unclassified,1.334142775719259,1.164889364541493,1.5279879791026183,0.2882889700416214,3.460259014910188e-4,0.1695516657784552,517,170,TRUE,0,NA,0.31921754835315913,2.122277587324504e-6,0.26507324400656407,4.1451440216941086e-5,TRUE
SCGN,strict_only,Unclassified,0.7217775878330659,0.6189978396448312,0.8416231090516203,-0.3260382376391935,3.5034018725861333e-4,0.7083154121657164,517,170,TRUE,0,NA,-0.335317515342843,1.0761194730514351e-5,-0.3516860941540332,1.0885000386939233e-5,TRUE
ADH6,strict_only,Unclassified,0.6995987395353889,0.5909343306017855,0.8282449859717561,-0.3572483375325823,3.665864409839603e-4,0.12280196177351568,517,170,TRUE,0,NA,-0.35443597365578783,2.7971511799661815e-5,-0.35704719753032715,9.773071166698791e-6,TRUE
HMGCS2,strict_only,Metabolism,0.7127752856292974,0.6073329093012612,0.8365240875691032,-0.33858907566387053,3.696950562450465e-4,0.5906014547230376,517,170,TRUE,0,NA,-0.3794873399264187,2.297759687948904e-6,-0.38543270611885344,1.312398968393748e-6,TRUE
CENPA,strict_only,Metabolism,1.3899664989084015,1.189527134180602,1.6241805777877696,0.3292796453474075,3.7004338147440693e-4,0.4020249721451909,517,170,TRUE,0,NA,0.35770447108794684,3.879771636005707e-6,0.4479458323460472,5.046854080511511e-10,TRUE
CYP4A11,strict_only,Metabolism,0.7114391685342077,0.6053907187781788,0.8360645031793124,-0.3404653625996782,3.829887073805207e-4,0.9874637912973628,517,170,TRUE,0,NA,-0.3615801674425622,6.574028878809591e-6,-0.3793838974220186,1.2076349164258531e-6,TRUE
HLA-E,strict_only,Immune,0.728336823621085,0.6264783610030802,0.8467563473271238,-0.31699166797494255,3.951463350284609e-4,0.4187628804687498,517,170,TRUE,0,NA,-0.3134260970351994,3.7909273517429645e-5,-0.2441023553627774,0.00134742022577642,TRUE
FKBP11,strict_only,Unclassified,1.394282216482107,1.1900856493828154,1.6335151173417115,0.332379742695921,4.1172649583754014e-4,0.9505286465497528,517,170,TRUE,0,NA,0.3712512869917846,1.7179685405041332e-6,0.4499191584972567,1.3225843921831303e-8,TRUE
PRG2,strict_only,Angiogenesis,1.3475711120831326,1.1689032541165842,1.5535485043143284,0.29830379575410415,4.139100497409775e-4,0.00356830459023435,517,170,FALSE,0,NA,0.2879795110919725,6.862019833379367e-5,0.33943284031771886,4.055052181750872e-6,TRUE
DNMT3L,strict_only,Unclassified,1.305754536641063,1.1495496990622618,1.483185034409175,0.2667810626847839,4.205403990037134e-4,0.7234305091919905,517,170,TRUE,0,NA,0.2662324936101806,3.940294544984053e-5,0.2274696023668522,4.767610401503091e-4,TRUE
PPARGC1A,strict_only,Hypoxia,0.7290165907631788,0.6266489306355856,0.8481067526420636,-0.31605878898391326,4.3619473869674016e-4,0.09437410787593407,517,170,TRUE,0,NA,-0.3340899848119356,1.1626414478776304e-5,-0.4187333865880116,5.737641661303037e-9,TRUE
CHEK2,strict_only,Unclassified,1.3911560249090618,1.1877892403088344,1.6293421593359318,0.3301350740910246,4.3619473869674016e-4,0.9264011951698888,517,170,TRUE,0,NA,0.3740614701253032,1.4972175868341317e-6,0.3704138651329976,3.297031907486988e-7,TRUE
RALGDS,strict_only,Unclassified,1.385271008761759,1.1849736311478434,1.6194248692749185,0.32589579469381924,4.412189177463921e-4,0.33681860309679745,517,170,TRUE,0,NA,0.3225221489361625,4.400808397844456e-5,0.354564090749163,8.475807523891249e-6,TRUE
SMPDL3A,strict_only,Immune,0.7564378686123078,0.6616865468523339,0.8647572657970728,-0.2791348791830181,4.4346519069795367e-4,0.8870246221421135,517,170,TRUE,0,NA,-0.286611864285881,3.11030789890248e-5,-0.23915392512829192,2.5785297428181124e-4,TRUE
EPHX2,strict_only,Metabolism,0.7358199499669709,0.6350969136024128,0.8525171311229918,-0.30676982337789277,4.490437720807719e-4,0.3292852287678009,517,170,TRUE,0,NA,-0.3369453325382868,5.441752620432455e-6,-0.4013377848115281,1.3370258786740438e-7,TRUE
NDC80,strict_only,Unclassified,1.428199426735053,1.203393956500462,1.6950007032261103,0.3564145087429678,4.587484157750977e-4,0.9630639115300924,517,170,TRUE,0,NA,0.3901325719145009,5.842515105071719e-6,0.48362739832300944,5.411917418878994e-10,TRUE
CGN,strict_only,Unclassified,0.7238270592022925,0.6195740075619655,0.845622323142792,-0.3232027836351669,4.683621130230116e-4,0.9180319608714772,517,170,TRUE,0,NA,-0.361922205766376,2.80425071575095e-6,-0.3671876128377392,2.548396113907091e-6,TRUE
PRC1,strict_only,Unclassified,1.3098696050513263,1.1502461687659185,1.4916445095210609,0.2699275941300534,4.711413110766161e-4,0.3633746495121444,517,170,TRUE,0,NA,0.25869469613169616,5.865252934458375e-5,0.28806397248139803,1.4204921381648826e-6,TRUE
ABAT,strict_only,Unclassified,0.7073862039033754,0.5986768575059684,0.8358352844261047,-0.3461785049406916,4.778923422878971e-4,0.7471833355498841,517,170,TRUE,0,NA,-0.3260505239948669,1.133526490978424e-4,-0.361724265869649,9.817806325170682e-6,TRUE
PPARA,strict_only,Metabolism,0.7278747072880771,0.6242934353693063,0.8486419358170814,-0.3176263509708008,4.994593918006563e-4,0.4112063564669384,517,170,TRUE,0,NA,-0.3461522293239449,9.372343667974994e-6,-0.30437420181570973,2.3363828305362447e-5,TRUE
POLE2,strict_only,Unclassified,1.3319442817557274,1.1593823458917505,1.530190256896859,0.2866397407295589,5.118246392703981e-4,0.44349632163340913,517,170,TRUE,0,NA,0.27959315145402036,8.058956964730876e-5,0.30857741504813285,2.1777380221017134e-6,TRUE
PABPC4L,strict_only,Unclassified,0.7188019256945751,0.6125549946482701,0.8434772598318385,-0.33016944503545487,5.171589486800386e-4,0.5502131319752596,517,170,TRUE,0,NA,-0.3553868393999069,6.428151208590948e-6,-0.34823573395919705,9.51528734410369e-6,TRUE
ABCA4,strict_only,Metabolism,1.320298995693556,1.1537074501871831,1.5109458101762183,0.27785822283739237,5.338875329924223e-4,0.5165552134049788,517,170,TRUE,0,NA,0.2562380244882451,1.5588163816672405e-4,0.25772202877270356,8.60592308597137e-5,TRUE
PLEKHG2,strict_only,Unclassified,1.4519784103003708,1.2111810245313015,1.7406492186370166,0.3729270473529219,5.456624129221495e-4,0.04217312635771244,517,170,FALSE,0,NA,0.3776348026590965,3.671285237208648e-5,0.3363024382399086,1.3332750998529892e-4,TRUE
EVL,strict_only,Unclassified,1.3471921265130342,1.165326611475985,1.5574402985957323,0.2980225201546979,5.486905650460096e-4,0.8239884355164918,517,170,TRUE,0,NA,0.31170581914480605,2.783080496406052e-5,0.2672528142043216,1.2272493007218127e-4,TRUE
IYD,strict_only,Unclassified,0.7241655661871511,0.6188650678330873,0.8473830476283987,-0.32273523016135797,5.50637999257256e-4,0.475436816050966,517,170,TRUE,0,NA,-0.348657704413668,1.1304770858127944e-5,-0.3423884352431284,9.872691015168354e-6,TRUE
MPP7,strict_only,Unclassified,0.6849517380522928,0.5696699431815085,0.8235626419759575,-0.3784068986001226,5.517512767843211e-4,0.44421107253275965,517,170,TRUE,0,NA,-0.41272681134070416,1.0237688134393469e-5,-0.4258218182528299,3.397042927278225e-6,TRUE
FAM107A,strict_only,Unclassified,0.7466281814773573,0.6472890191917873,0.8612128814918393,-0.2921879667937836,5.805132923354649e-4,0.113355614927043,517,170,TRUE,0,NA,-0.320750286808798,5.420911523490167e-6,-0.332232433271654,6.906810064648379e-6,TRUE
CXCL2,strict_only,Immune,1.3719788520111578,1.175550630587754,1.6012291783848775,0.3162541151988601,5.805132923354649e-4,0.22108409093092457,517,170,TRUE,0,NA,0.30802154804822074,6.597370921344668e-5,0.3342312003406207,1.5238100788724616e-5,TRUE
COL23A1,strict_only,Unclassified,0.7520289751190647,0.6541845251860904,0.8645077308390233,-0.28498042503115006,5.865738321078543e-4,0.7674470056158524,517,170,TRUE,0,NA,-0.2514130549568728,2.4607195773878845e-4,-0.2675037087754864,7.123903552635097e-5,TRUE
ACSM3,strict_only,Metabolism,0.7491195209020871,0.650387905065791,0.8628390107282291,-0.28885673422741537,5.86633279006829e-4,0.5217355945973006,517,170,TRUE,0,NA,-0.3037145049086206,2.5566844541179725e-5,-0.3014816009004778,5.3403489257275146e-5,TRUE
RBCK1,strict_only,Immune;Metabolism,1.3294306101261737,1.1564994230725076,1.5282201719089337,0.2847507378801752,5.87271605354595e-4,0.8597551947070172,517,170,TRUE,0,NA,0.3012648689805748,2.027626014119998e-5,0.3168685076767362,2.157016998845141e-6,TRUE
SLC43A3,strict_only,Unclassified,1.3541737952738948,1.1672173481489434,1.571075576210938,0.3031915231761511,5.951258438279548e-4,0.22625679772781865,517,170,TRUE,0,NA,0.3183142465396493,1.971520831628652e-5,0.3126978376988384,5.248367869460844e-6,TRUE
DPYS,strict_only,Unclassified,0.752304593560862,0.6539966335414643,0.8653900837807461,-0.2846139924119231,6.323307536610988e-4,0.6274898305814873,517,170,TRUE,0,NA,-0.27272827582372505,7.476171882452596e-5,-0.24702328267285684,4.211704382721587e-4,TRUE
IL10RB,strict_only,Immune,1.3510883350040743,1.1647065025529844,1.5672958680859088,0.30091044174365217,6.579672194887926e-4,0.44173835122593097,517,170,TRUE,0,NA,0.299583434494604,5.2081562628912235e-5,0.30830676562042697,3.443781874417955e-5,TRUE
CDKL2,strict_only,Unclassified,0.732772512816459,0.6282425754679923,0.854694629919593,-0.3109199761285938,6.915551557236501e-4,0.12842273103678742,517,170,TRUE,0,NA,-0.3362539790624811,1.248083437893621e-5,-0.4298049109384862,1.5950374545288445e-8,TRUE
SLC4A11,strict_only,Unclassified,1.3572732958463358,1.166698517994434,1.5789775775016146,0.3054777576615285,6.922557374631689e-4,0.8389624643046529,517,170,TRUE,0,NA,0.2555497635372565,7.112220241680584e-4,0.22437542540322183,0.00327912815092322,TRUE
SBNO2,strict_only,Unclassified,1.4553507857580126,1.2085299810023142,1.7525803603563304,0.37524696143401376,6.922557374631689e-4,0.5166201810356208,517,170,TRUE,0,NA,0.395246442876257,2.39612486094376e-5,0.39796493610914646,7.618721845553854e-6,TRUE
MYO5B,strict_only,Unclassified,0.7302132334130291,0.6248677119793089,0.8533188001705665,-0.31441868692697134,6.954034270320265e-4,0.06763357457933046,517,170,TRUE,0,NA,-0.3081723727018092,1.039492995994226e-4,-0.40875474780957183,1.2619204103431464e-7,TRUE
GLTPD2,strict_only,Unclassified,0.7294512502193606,0.6238750307016775,0.852893769202675,-0.31546273954513016,6.955983265012895e-4,0.4487765605703681,517,170,TRUE,0,NA,-0.31345847421826506,7.959941883897324e-5,-0.22812232682301825,0.00317883575061508,TRUE
HLA-DQB2,strict_only,Unclassified,0.7462017081092448,0.6453728256632454,0.8627834439928851,-0.2927593291207164,6.998193487129828e-4,0.5897574946102282,517,170,TRUE,0,NA,-0.260333658427602,4.674446075207266e-4,-0.234759237950482,9.958194139246491e-4,TRUE
RAB15,strict_only,Unclassified,1.358290459712775,1.1668731232395686,1.5811084651814005,0.30622689412494364,7.019874813141143e-4,0.1528777065677742,517,170,TRUE,0,NA,0.311058012927834,5.1385315429959344e-05,0.26179009385900204,7.109038405236311e-4,TRUE
CDH5,strict_only,Unclassified,0.7392426584470306,0.636274937738394,0.8588735398101123,-0.3021290513816767,7.043579370476914e-4,0.8088253092343337,517,170,TRUE,0,NA,-0.31745261989848367,2.560410125408192e-5,-0.3199896505497846,2.2677431194947796e-5,TRUE
KLHL13,strict_only,Unclassified,0.7188940598564666,0.6102186193594179,0.8469237956708651,-0.33004127584955795,7.055783959981079e-4,0.7879528710456648,517,170,TRUE,0,NA,-0.3023760636583686,2.2093745207701736e-4,-0.3875926715984522,2.3959407597753942e-6,TRUE
RDH12,strict_only,Unclassified,0.6875574183840941,0.5708024816749342,0.8281940228918235,-0.374609935279224,7.0622572007799e-4,0.4063393605648705,517,170,TRUE,0,NA,-0.3817587105336611,4.585106227074819e-5,-0.33252348505850393,3.3624887482011894e-4,TRUE
CDKN3,strict_only,Unclassified,1.3480414926745414,1.1618826604467276,1.5640270122229998,0.29865279293222446,7.200954253061749e-4,0.6176730130070927,517,170,TRUE,0,NA,0.3196037537376351,1.8227448966572134e-5,0.3889625828477593,2.913400167093269e-8,TRUE
HPGD,strict_only,Metabolism,0.7192947980682232,0.6104372740470001,0.8475645713734223,-0.3294839940712718,7.226228039456089e-4,0.5126287995017459,517,170,TRUE,0,NA,-0.3618341354170444,1.0790020499996105e-5,-0.2426505158638494,0.00250155092978272,TRUE
RASSF6,strict_only,Unclassified,0.7733229182363894,0.6803342640483176,0.8790213391739053,-0.25705857087835493,7.288342376733941e-4,0.842013543440263,517,170,TRUE,0,NA,-0.235684107870671,1.9342233965092057e-4,-0.2826654741534426,1.5087385409499713e-5,TRUE
RNF152,strict_only,Unclassified,0.7269765376353575,0.6200643558334141,0.8523226360301821,-0.31886107482310105,7.388006265445031e-4,0.5855065508318428,517,170,TRUE,0,NA,-0.3661156379462328,3.0037719238982004e-6,-0.3574282308394812,2.557090835890149e-6,TRUE
TFAP2A,strict_only,Unclassified,1.35935110513067,1.166015901022233,1.5847429056499116,0.3070074573055104,7.514725183221104e-4,0.31295984885559686,517,170,TRUE,0,NA,0.30182283519913655,8.335908684161325e-5,0.3829885094856237,6.518866865064664e-8,TRUE
CDC20,strict_only,Unclassified,1.3574202081681723,1.165152611628656,1.5814148319744514,0.3055859925851121,7.519019347991858e-4,0.38320722093751014,517,170,TRUE,0,NA,0.3345155850043099,1.4326609449911791e-5,0.4174164245425653,5.601127339857408e-9,TRUE
ENPP2,strict_only,Metabolism,0.7483582769932422,0.6471847981896401,0.8653480618068989,-0.28987343574444424,7.776367779307055e-4,0.38569648374520377,517,170,TRUE,0,NA,-0.3052583687499799,3.4319387475030314e-5,-0.29693409074251753,1.0982897098255148e-4,TRUE
TGFA,strict_only,Metabolism,0.7464415893174842,0.6445365997113204,0.8644583511818618,-0.2924379111225677,7.933699368957294e-4,0.7854692596800739,517,170,TRUE,0,NA,-0.2461025023129845,7.172937511603933e-4,-0.27537928867419065,4.134055101069736e-5,TRUE
PEPD,strict_only,Unclassified,0.7235130883643166,0.614860793581587,0.8513653732664141,-0.3236366427296289,8.098393467191897e-4,0.2405232187295173,517,170,TRUE,0,NA,-0.31309143032894654,1.2329489174962814e-4,-0.3447566208145116,3.17265381827108e-5,TRUE
MDK,strict_only,Unclassified,1.3783664879907926,1.1724931042951892,1.6203883573013755,0.320899093683273,8.417408285562801e-4,0.21714853758982683,517,170,TRUE,0,NA,0.3506940373503102,1.2276817747449852e-5,0.4151751269493045,3.578526295393844e-7,TRUE
