accession,symbol,log2FoldChange,log2fc_ci_low,log2fc_ci_high,AveExpr,t,pvalue,padj,B,significant
GSE53757,ENAM,-1.300155879443066,-1.5922759932447845,-1.0080357656413477,5.287052699708129,-8.869446627164772,3.1177369692839824e-13,1.8580400315147154e-12,19.446744823331677,TRUE
GSE53757,HOMER2,-1.360123808683994,-1.6657192291463496,-1.0545283882216383,6.005549088337585,-8.869398389923845,3.118388864080641e-13,1.8580400315147154e-12,19.446536623947875,TRUE
GSE53757,RSBN1L,0.48971198340413474,0.3796701726529138,0.5997537941553557,8.928490806446822,8.868405954488633,3.1318313183240863e-13,1.865563669962382e-12,19.442253109200553,FALSE
GSE53757,SDCBP,0.42322560961576433,0.3281074074085707,0.518343811822958,13.434765763793125,8.866880746253567,3.152603350344531e-13,1.8774483252442183e-12,19.435670021891116,FALSE
GSE53757,TNFRSF9,1.5222972115800988,1.1801449773121964,1.8644494458480012,5.306454238733821,8.866304310482311,3.1604897913824457e-13,1.881655124299515e-12,19.433182004264648,TRUE
GSE53757,GLUD2,-0.7666154157632862,-0.9389810283631473,-0.594249803163425,8.279263793912943,-8.863178227459818,3.2036043377050546e-13,1.9068279720783467e-12,19.419689062639872,FALSE
GSE53757,HABP4,-0.7758584769179433,-0.9503123489468781,-0.6014046048890085,7.824085305536697,-8.862667535805986,3.2107034955950715e-13,1.9105564623983156e-12,19.417484774212653,FALSE
GSE53757,CAPSL,-1.9043635377269708,-2.3325746682577386,-1.4761524071962029,5.269370099652006,-8.862463659578749,3.213541990636413e-13,1.9117483293229623e-12,19.41660478582943,TRUE
GSE53757,IQGAP2,-0.7124781817330204,-0.8727125633640871,-0.5522438001019536,8.789715772563495,-8.860911976208785,3.2352280308308594e-13,1.9241491381702642e-12,19.409907248402718,FALSE
GSE53757,NSMAF,0.561888941246168,0.43549619272458173,0.6882816897677542,7.2443332052760345,8.859126196257652,3.2603672205998525e-13,1.9385967257620744e-12,19.402199221993477,FALSE
GSE53757,HSPA8,-0.5887877371928758,-0.7212351494503801,-0.4563403249353714,14.45970740324369,-8.858860038866158,3.2641307471126563e-13,1.940330254454081e-12,19.401050392046127,FALSE
GSE53757,ANAPC13,-0.8185460321764808,-1.002682412437598,-0.6344096519153637,8.437381786905869,-8.858619899523715,3.267530105885293e-13,1.941846462926117e-12,19.40001386409556,FALSE
GSE53757,TMEM39B,0.736755139633354,0.5709907030618032,0.9025195762049049,7.843475079281027,8.8571576318063,3.288306300419439e-13,1.9536860076239097e-12,19.393702166007248,FALSE
GSE53757,LILRA6,1.474495161608936,1.1427360809174563,1.8062542423004155,6.76377980721563,8.85692759673754,3.291586706769766e-13,1.9551273066171404e-12,19.39270924434575,TRUE
GSE53757,SYNE2,-0.6431021640249188,-0.7878055345936394,-0.49839879345619825,7.880262527041898,-8.856535857478796,3.2971806341421913e-13,1.9579416794490872e-12,19.39101834161933,FALSE
GSE53757,NRBP1,0.40023921287136405,0.3101666005934549,0.4903118251492732,8.701219666467066,8.855017810358497,3.3189480021867533e-13,1.9703562607688874e-12,19.384465818062285,FALSE
GSE53757,ACVR2A,-0.46579029584220116,-0.5706193871760313,-0.360961204508371,9.01323972050949,-8.854645456546448,3.324309148676188e-13,1.973027064117022e-12,19.38285857732244,FALSE
GSE53757,ARHGEF26,-1.0625127840479853,-1.301666124791127,-0.8233594433048437,6.524211772419316,-8.853607682219726,3.3392968261901e-13,1.9814084902289808e-12,19.37837907896816,TRUE
GSE53757,MTFR1,-0.7739564585501304,-0.9481768164186498,-0.599736100681611,8.370115386866814,-8.852790539838658,3.3511457120650295e-13,1.9879236165944487e-12,19.37485191262605,FALSE
GSE53757,HENMT1,0.7492924755858434,0.5805986995102661,0.9179862516614208,8.189348548098645,8.851459229593729,3.3705404822810827e-13,1.9989104778276615e-12,19.369105332093582,FALSE
GSE53757,KRBA2,-0.617544426290638,-0.7565779688122896,-0.47851088376898643,8.325536469911846,-8.851383941428985,3.3716406461691843e-13,1.9990447780344893e-12,19.36878035088319,FALSE
GSE53757,AAK1,-0.6277503336602436,-0.76914582849709,-0.48635483882339714,6.634104765883707,-8.847364940809857,3.4308941055306833e-13,2.033649148563265e-12,19.35143219041811,FALSE
GSE53757,GAS8,-0.5400709745110956,-0.6617231542808295,-0.41841879474136184,8.455990496310903,-8.846948593933464,3.4370917473815345e-13,2.036795109559428e-12,19.349634997144523,FALSE
GSE53757,C1orf106,-0.8418140009626521,-1.0314484620221709,-0.6521795399031333,10.561787853613726,-8.846295542131871,3.446835515878322e-13,2.042040305626515e-12,19.34681604246869,FALSE
GSE53757,GPI,0.5694442232521651,0.4411510164346849,0.6977374300696454,12.558709038689658,8.845249593529847,3.4624991118208764e-13,2.0507890157510135e-12,19.342301098439318,FALSE
GSE53757,ID3,1.2302581495652911,0.9530541223868099,1.5074621767437724,11.303324149261858,8.844214698945525,3.4780673247361055e-13,2.0591047038678225e-12,19.337833850534345,TRUE
GSE53757,AC004941.5,0.7106222061396739,0.5505031784629923,0.8707412338163554,8.263566852432684,8.844196679180625,3.478339021175321e-13,2.0591047038678225e-12,19.33775606586214,FALSE
GSE53757,TMEM255B,0.9611198435888851,0.7445525733037586,1.1776871138740117,7.448574305308013,8.843970453071297,3.4817517973943424e-13,2.0605918552608005e-12,19.336779530767416,FALSE
GSE53757,EEFSEC,-0.5990582246463274,-0.7340465776887639,-0.46406987160389085,9.015233740845,-8.843726394566895,3.485437347793491e-13,2.0622396306572297e-12,19.335726018722628,FALSE
GSE53757,PNRC1,0.5848395046373135,0.4530295296662623,0.7166494796083647,12.829202653041184,8.84200965068527,3.511472689726159e-13,2.0771069064357423e-12,19.32831542747007,FALSE
GSE53757,SSFA2,-0.46126042693602304,-0.5652367537913313,-0.35728410008071476,8.669349686841757,-8.840448266470785,3.5353209984199316e-13,2.090673156987543e-12,19.321575423998336,FALSE
GSE53757,RRNAD1,-0.5328396508595026,-0.6530031634016433,-0.41267613831736183,8.065208812543187,-8.836626150344882,3.594386070837084e-13,2.125053056866989e-12,19.305076368592882,FALSE
GSE53757,STT3B,-0.3857847032625308,-0.4727944848785271,-0.29877492164653446,12.051134526895801,-8.83566998320214,3.6093160921715515e-13,2.133328653807417e-12,19.300948809388288,FALSE
GSE53757,CCDC59,0.500929953193896,0.3879412371064256,0.6139186692813664,9.973535393992671,8.83495799513698,3.6204737167271436e-13,2.139370832611494e-12,19.29787530597519,FALSE
GSE53757,UBE2S,0.6424783847427468,0.4975433142112823,0.7874134552742112,8.22396327813829,8.833800690141134,3.6386836902659974e-13,2.149203867832163e-12,19.29287944344918,FALSE
GSE53757,ZNF217,0.5032143656451954,0.3896952603381313,0.6167334709522595,10.436429883761477,8.833781088143692,3.6389929125794573e-13,2.149203867832163e-12,19.292794825201813,FALSE
GSE53757,ZNF518B,-0.7933014732185834,-0.9722671389088932,-0.6143358075282735,6.443670670443766,-8.833465194424258,3.6439797796676943e-13,2.1515937382915313e-12,19.291431168701795,FALSE
GSE53757,IFIT2,0.6642069368678727,0.5143577888578673,0.8140560848778781,8.978511456986276,8.83307037366856,3.6502222543064673e-13,2.1547235598176463e-12,19.28972679587522,FALSE
GSE53757,NOL12,0.5235319269813081,0.4054177570108876,0.6416460969517287,8.512336605653761,8.832908486817898,3.652784927049986e-13,2.1553428873589564e-12,19.289027957582753,FALSE
GSE53757,SOX15,-0.7361854461336392,-0.9022768701200284,-0.57009402214725,6.09974702062692,-8.832885088574681,3.653155470794595e-13,2.1553428873589564e-12,19.28892695126601,FALSE
GSE53757,XXYLT1,1.766081049360409,1.367621443083223,2.1645406556375955,6.098240514677122,8.832606658938843,3.6575676816037103e-13,2.1573897539338204e-12,19.287725016187593,TRUE
