rule,rank,symbol,cohort,present,log_hr,p_value,same_direction,fdr
de_only,3,SPAG4,E-MTAB-1980,TRUE,-0.06681761911433276,0.7553556123667396,TRUE,0.7951111709123575
de_only,4,LOC100130691,E-MTAB-1980,TRUE,0.035500788189903036,0.8594708688195731,TRUE,0.8594708688195731
de_only,5,COXFA4L2,E-MTAB-1980,TRUE,-0.2573714091854787,0.12018277852786788,TRUE,0.24036555705573576
de_only,6,ACP3,E-MTAB-1980,TRUE,0.12418000352870977,0.43198783909765637,TRUE,0.5399847988720705
de_only,7,GABRD,E-MTAB-1980,TRUE,-0.5953213788963763,4.1443783444665867e-4,TRUE,0.005517182926292863
de_only,8,EGLN3,E-MTAB-1980,TRUE,-0.39633332842697405,0.003139461871383004,TRUE,0.020929745809220027
de_only,9,HILPDA,E-MTAB-1980,TRUE,-0.27360569632940474,0.11903726673766607,TRUE,0.24036555705573576
de_only,10,NOL3,E-MTAB-1980,TRUE,-0.20377048917993662,0.26226833401118005,FALSE,0.3746690485874001
de_only,11,SCARB1,E-MTAB-1980,TRUE,-0.09783364033560774,0.6223985640747068,TRUE,0.6915539600830076
de_only,12,LINC00887,E-MTAB-1980,TRUE,-0.36520626298147074,0.041319493395636626,TRUE,0.1377316446521221
de_only,13,COL23A1,E-MTAB-1980,TRUE,-0.3946161084789712,0.01849001483644663,TRUE,0.08620808961245942
de_only,14,CA9,E-MTAB-1980,TRUE,-0.21695039521890952,0.17388682147359658,TRUE,0.289811369122661
de_only,15,DDB2,E-MTAB-1980,TRUE,-0.3183818201264842,0.06142239727522553,TRUE,0.17549256364350152
de_only,16,LOC102723663,E-MTAB-1980,FALSE,NA,NA,NA,NA
de_only,17,STC2,E-MTAB-1980,TRUE,-0.26821323178516243,0.15329526078593284,TRUE,0.2787186559744233
de_only,18,HSF4,E-MTAB-1980,TRUE,-0.35026788333977815,0.08027111928787693,FALSE,0.20067779821969234
de_only,19,CDCA2,E-MTAB-1980,TRUE,-0.14919368689071,0.4039428685039671,TRUE,0.5385904913386228
de_only,20,LINC02348,E-MTAB-1980,FALSE,NA,NA,NA,NA
de_only,21,CDKN2A,E-MTAB-1980,TRUE,0.2708520372097052,0.19233327363512315,TRUE,0.2958973440540356
de_only,22,RBP2,E-MTAB-1980,TRUE,0.12656706053654956,0.5082622094744436,TRUE,0.5979555405581689
leave_out_gse53757,1,CYFIP2,E-MTAB-1980,FALSE,NA,NA,NA,NA
leave_out_gse53757,2,CRYL1,E-MTAB-1980,TRUE,-0.6765943634233695,7.896730792418688e-4,TRUE,0.0023690192377256065
leave_out_gse53757,3,HHLA2,E-MTAB-1980,TRUE,-0.3351974219437983,0.07686654951297539,TRUE,0.0949527964572049
leave_out_gse53757,4,SLC16A12,E-MTAB-1980,TRUE,-0.44782457960894134,0.011762968655057472,TRUE,0.01764445298258621
leave_out_gse53757,5,PANK1,E-MTAB-1980,TRUE,-0.5263700329697365,0.016166345898418387,TRUE,0.02263288425778574
leave_out_gse53757,6,GJB1,E-MTAB-1980,TRUE,-0.7475769967189155,6.614136739835657e-5,TRUE,3.47242178841372e-4
leave_out_gse53757,7,KL,E-MTAB-1980,TRUE,-0.5074587069755868,0.0030712447916011226,TRUE,0.0058632855112385075
leave_out_gse53757,8,ACADM,E-MTAB-1980,TRUE,-0.6564527051716585,0.00298253776689002,TRUE,0.0058632855112385075
leave_out_gse53757,9,DDC,E-MTAB-1980,TRUE,-0.6310423539514355,4.752813990122335e-4,TRUE,0.0019961818758513807
leave_out_gse53757,10,CNTNAP1,E-MTAB-1980,TRUE,0.6644582028584209,0.0016109575756460537,TRUE,0.003758901009840792
leave_out_gse53757,11,C1QTNF6,E-MTAB-1980,TRUE,0.2833680281921315,0.17941251122218999,TRUE,0.19829803871926263
leave_out_gse53757,12,KNTC1,E-MTAB-1980,TRUE,0.987533138049533,6.286295079550473e-8,TRUE,1.3201219667055993e-6
leave_out_gse53757,13,TMEM140,E-MTAB-1980,TRUE,-0.41135948893356933,0.02279813638962684,TRUE,0.02992255401138523
leave_out_gse53757,14,CLCN5,E-MTAB-1980,TRUE,-0.548321826880415,0.008838251968140982,TRUE,0.01546694094424672
leave_out_gse53757,15,CADPS2,E-MTAB-1980,TRUE,-0.28474986809950903,0.20662182737090087,TRUE,0.21695291873944592
leave_out_gse53757,16,TNIP1,E-MTAB-1980,TRUE,-0.5602286470700154,0.0014762011006782339,TRUE,0.003758901009840792
leave_out_gse53757,17,CHFR,E-MTAB-1980,TRUE,1.0061372450050459,3.237753162772608e-7,TRUE,3.3996408209112383e-6
